ACC, NMI, Purity, P, R, F, RI, iter, anchorNum, p, lambda1, lambda2, lambda3
1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 257, 147, 0.1, 100.00000, 10.00000, 1.00000, 1.200000
